surface_necrosee;colonne;oiv;necrose;taille_necrose;ligne;sporulation;image_name;sheet;experiment;densite_sporulation
7;4;7;1;7;b;1;Exp16DM05_inoc1_T6_P05;fichier total;Exp16DM05_inoc1_saisie;9
7;4;7;1;7;c;1;Exp16DM05_inoc1_T6_P05;fichier total;Exp16DM05_inoc1_saisie;9
7;1;9;1;9;a;0;Exp16DM05_inoc1_T6_P06;fichier total;Exp16DM05_inoc1_saisie;
7;1;9;1;9;b;0;Exp16DM05_inoc1_T6_P06;fichier total;Exp16DM05_inoc1_saisie;
7;1;9;1;9;c;0;Exp16DM05_inoc1_T6_P06;fichier total;Exp16DM05_inoc1_saisie;
9;1;9;1;7;a;0;Exp16DM05_inoc1_T6_P37;fichier total;Exp16DM05_inoc1_saisie;
9;1;9;1;7;b;0;Exp16DM05_inoc1_T6_P37;fichier total;Exp16DM05_inoc1_saisie;
9;1;9;1;7;c;0;Exp16DM05_inoc1_T6_P37;fichier total;Exp16DM05_inoc1_saisie;
9;2;9;1;7;a;0;Exp16DM05_inoc1_T6_P37;fichier total;Exp16DM05_inoc1_saisie;
9;2;9;1;7;b;0;Exp16DM05_inoc1_T6_P37;fichier total;Exp16DM05_inoc1_saisie;
9;2;9;1;7;c;0;Exp16DM05_inoc1_T6_P37;fichier total;Exp16DM05_inoc1_saisie;
;3;5;0;;a;1;Exp16DM05_inoc1_T6_P37;fichier total;Exp16DM05_inoc1_saisie;1
;3;5;0;;b;1;Exp16DM05_inoc1_T6_P37;fichier total;Exp16DM05_inoc1_saisie;1
;3;5;0;;c;1;Exp16DM05_inoc1_T6_P37;fichier total;Exp16DM05_inoc1_saisie;1
;4;3;0;;a;1;Exp16DM05_inoc1_T6_P37;fichier total;Exp16DM05_inoc1_saisie;3
;4;5;0;;b;1;Exp16DM05_inoc1_T6_P37;fichier total;Exp16DM05_inoc1_saisie;3
;4;3;0;;c;1;Exp16DM05_inoc1_T6_P37;fichier total;Exp16DM05_inoc1_saisie;3
;1;5;0;;a;1;Exp16DM05_inoc1_T6_P38;fichier total;Exp16DM05_inoc1_saisie;5
;1;5;0;;b;1;Exp16DM05_inoc1_T6_P38;fichier total;Exp16DM05_inoc1_saisie;3
;1;5;0;;c;1;Exp16DM05_inoc1_T6_P38;fichier total;Exp16DM05_inoc1_saisie;3
7;2;7;1;7;a;1;Exp16DM05_inoc1_T6_P38;fichier total;Exp16DM05_inoc1_saisie;9
7;2;7;1;7;b;1;Exp16DM05_inoc1_T6_P38;fichier total;Exp16DM05_inoc1_saisie;9
7;2;7;1;7;c;1;Exp16DM05_inoc1_T6_P38;fichier total;Exp16DM05_inoc1_saisie;9
;3;9;0;;a;0;Exp16DM05_inoc1_T6_P38;fichier total;Exp16DM05_inoc1_saisie;
;3;9;0;;b;0;Exp16DM05_inoc1_T6_P38;fichier total;Exp16DM05_inoc1_saisie;
;3;9;0;;c;0;Exp16DM05_inoc1_T6_P38;fichier total;Exp16DM05_inoc1_saisie;
;4;5;0;;a;1;Exp16DM05_inoc1_T6_P38;fichier total;Exp16DM05_inoc1_saisie;3
;4;5;0;;b;1;Exp16DM05_inoc1_T6_P38;fichier total;Exp16DM05_inoc1_saisie;3
;4;5;0;;c;1;Exp16DM05_inoc1_T6_P38;fichier total;Exp16DM05_inoc1_saisie;7
;1;5;0;;a;1;Exp16DM05_inoc1_T6_P39;fichier total;Exp16DM05_inoc1_saisie;5
;1;5;0;;b;1;Exp16DM05_inoc1_T6_P39;fichier total;Exp16DM05_inoc1_saisie;5
;1;5;0;;c;1;Exp16DM05_inoc1_T6_P39;fichier total;Exp16DM05_inoc1_saisie;3
9;2;5;1;5;a;1;Exp16DM05_inoc1_T6_P39;fichier total;Exp16DM05_inoc1_saisie;5
9;2;5;1;5;b;1;Exp16DM05_inoc1_T6_P39;fichier total;Exp16DM05_inoc1_saisie;5
9;2;5;1;5;c;1;Exp16DM05_inoc1_T6_P39;fichier total;Exp16DM05_inoc1_saisie;5
5;3;7;1;7;a;1;Exp16DM05_inoc1_T6_P39;fichier total;Exp16DM05_inoc1_saisie;9
5;3;7;1;7;b;1;Exp16DM05_inoc1_T6_P39;fichier total;Exp16DM05_inoc1_saisie;9
5;3;7;1;7;c;1;Exp16DM05_inoc1_T6_P39;fichier total;Exp16DM05_inoc1_saisie;9
3;4;7;1;3;a;1;Exp16DM05_inoc1_T6_P39;fichier total;Exp16DM05_inoc1_saisie;5
3;4;5;1;1;c;1;Exp16DM05_inoc1_T6_P39;fichier total;Exp16DM05_inoc1_saisie;7
;1;7;0;;a;1;Exp16DM05_inoc1_T6_P40;fichier total;Exp16DM05_inoc1_saisie;5
;1;7;0;;b;1;Exp16DM05_inoc1_T6_P40;fichier total;Exp16DM05_inoc1_saisie;5
;1;7;0;;c;1;Exp16DM05_inoc1_T6_P40;fichier total;Exp16DM05_inoc1_saisie;5
;2;3;0;;a;1;Exp16DM05_inoc1_T6_P40;fichier total;Exp16DM05_inoc1_saisie;3
;2;3;0;;b;1;Exp16DM05_inoc1_T6_P40;fichier total;Exp16DM05_inoc1_saisie;3
;2;3;0;;c;1;Exp16DM05_inoc1_T6_P40;fichier total;Exp16DM05_inoc1_saisie;3
;3;7;0;;a;1;Exp16DM05_inoc1_T6_P40;fichier total;Exp16DM05_inoc1_saisie;5
;3;7;0;;b;1;Exp16DM05_inoc1_T6_P40;fichier total;Exp16DM05_inoc1_saisie;5
;3;7;0;;c;1;Exp16DM05_inoc1_T6_P40;fichier total;Exp16DM05_inoc1_saisie;5
7;4;7;1;7;a;1;Exp16DM05_inoc1_T6_P40;fichier total;Exp16DM05_inoc1_saisie;7
7;4;7;1;7;b;1;Exp16DM05_inoc1_T6_P40;fichier total;Exp16DM05_inoc1_saisie;9
7;4;7;1;7;c;1;Exp16DM05_inoc1_T6_P40;fichier total;Exp16DM05_inoc1_saisie;9
7;1;9;1;7;a;0;Exp16DM05_inoc1_T6_P41;fichier total;Exp16DM05_inoc1_saisie;
7;1;9;1;7;b;0;Exp16DM05_inoc1_T6_P41;fichier total;Exp16DM05_inoc1_saisie;
7;1;9;1;7;c;0;Exp16DM05_inoc1_T6_P41;fichier total;Exp16DM05_inoc1_saisie;
;2;5;0;;a;1;Exp16DM05_inoc1_T6_P41;fichier total;Exp16DM05_inoc1_saisie;5
;2;5;0;;b;1;Exp16DM05_inoc1_T6_P41;fichier total;Exp16DM05_inoc1_saisie;5
;2;5;0;;c;1;Exp16DM05_inoc1_T6_P41;fichier total;Exp16DM05_inoc1_saisie;5
;3;3;0;;a;1;Exp16DM05_inoc1_T6_P41;fichier total;Exp16DM05_inoc1_saisie;3
;3;5;0;;b;1;Exp16DM05_inoc1_T6_P41;fichier total;Exp16DM05_inoc1_saisie;3
;3;3;0;;c;1;Exp16DM05_inoc1_T6_P41;fichier total;Exp16DM05_inoc1_saisie;3
;4;7;0;;a;1;Exp16DM05_inoc1_T6_P41;fichier total;Exp16DM05_inoc1_saisie;5
;4;7;0;;b;1;Exp16DM05_inoc1_T6_P41;fichier total;Exp16DM05_inoc1_saisie;5
;4;7;0;;c;1;Exp16DM05_inoc1_T6_P41;fichier total;Exp16DM05_inoc1_saisie;5
5;1;9;1;7;a;0;Exp16DM05_inoc1_T6_P42;fichier total;Exp16DM05_inoc1_saisie;
5;1;7;1;7;b;1;Exp16DM05_inoc1_T6_P42;fichier total;Exp16DM05_inoc1_saisie;9
7;1;9;1;7;c;0;Exp16DM05_inoc1_T6_P42;fichier total;Exp16DM05_inoc1_saisie;
7;2;9;1;7;a;0;Exp16DM05_inoc1_T6_P42;fichier total;Exp16DM05_inoc1_saisie;
7;2;9;1;7;b;0;Exp16DM05_inoc1_T6_P42;fichier total;Exp16DM05_inoc1_saisie;
7;2;9;1;7;c;0;Exp16DM05_inoc1_T6_P42;fichier total;Exp16DM05_inoc1_saisie;
;3;5;0;;a;1;Exp16DM05_inoc1_T6_P42;fichier total;Exp16DM05_inoc1_saisie;3
;3;3;0;;b;1;Exp16DM05_inoc1_T6_P42;fichier total;Exp16DM05_inoc1_saisie;3
;3;5;0;;c;1;Exp16DM05_inoc1_T6_P42;fichier total;Exp16DM05_inoc1_saisie;3
;4;3;0;;a;1;Exp16DM05_inoc1_T6_P42;fichier total;Exp16DM05_inoc1_saisie;3
;4;5;0;;b;1;Exp16DM05_inoc1_T6_P42;fichier total;Exp16DM05_inoc1_saisie;3
;4;5;0;;c;1;Exp16DM05_inoc1_T6_P42;fichier total;Exp16DM05_inoc1_saisie;3
;1;3;0;;a;1;Exp16DM05_inoc1_T6_P43;fichier total;Exp16DM05_inoc1_saisie;1
;1;3;0;;b;1;Exp16DM05_inoc1_T6_P43;fichier total;Exp16DM05_inoc1_saisie;1
;1;3;0;;c;1;Exp16DM05_inoc1_T6_P43;fichier total;Exp16DM05_inoc1_saisie;1
5;2;7;1;7;a;1;Exp16DM05_inoc1_T6_P43;fichier total;Exp16DM05_inoc1_saisie;9
5;2;7;1;7;b;1;Exp16DM05_inoc1_T6_P43;fichier total;Exp16DM05_inoc1_saisie;9
5;2;7;1;7;c;1;Exp16DM05_inoc1_T6_P43;fichier total;Exp16DM05_inoc1_saisie;9
9;3;9;1;7;a;0;Exp16DM05_inoc1_T6_P43;fichier total;Exp16DM05_inoc1_saisie;
9;3;9;1;7;b;0;Exp16DM05_inoc1_T6_P43;fichier total;Exp16DM05_inoc1_saisie;
9;3;9;1;7;c;0;Exp16DM05_inoc1_T6_P43;fichier total;Exp16DM05_inoc1_saisie;
;4;5;0;;a;1;Exp16DM05_inoc1_T6_P43;fichier total;Exp16DM05_inoc1_saisie;5
;4;5;0;;b;1;Exp16DM05_inoc1_T6_P43;fichier total;Exp16DM05_inoc1_saisie;5
;4;5;0;;c;1;Exp16DM05_inoc1_T6_P43;fichier total;Exp16DM05_inoc1_saisie;5
;1;5;0;;a;1;Exp16DM05_inoc1_T6_P44;fichier total;Exp16DM05_inoc1_saisie;5
;1;5;0;;b;1;Exp16DM05_inoc1_T6_P44;fichier total;Exp16DM05_inoc1_saisie;5
;1;5;0;;c;1;Exp16DM05_inoc1_T6_P44;fichier total;Exp16DM05_inoc1_saisie;5
;2;5;0;;a;1;Exp16DM05_inoc1_T6_P44;fichier total;Exp16DM05_inoc1_saisie;5
;2;5;0;;b;1;Exp16DM05_inoc1_T6_P44;fichier total;Exp16DM05_inoc1_saisie;5
;2;5;0;;c;1;Exp16DM05_inoc1_T6_P44;fichier total;Exp16DM05_inoc1_saisie;5
;1;3;0;;a;1;Exp17DM02_inoc3_T6_P01;fichier total;Exp17DM02_inoc3_saisie;3
;1;3;0;;b;1;Exp17DM02_inoc3_T6_P01;fichier total;Exp17DM02_inoc3_saisie;3
;1;3;0;;c;1;Exp17DM02_inoc3_T6_P01;fichier total;Exp17DM02_inoc3_saisie;3
;2;3;0;;a;1;Exp17DM02_inoc3_T6_P01;fichier total;Exp17DM02_inoc3_saisie;3
;2;7;0;;b;1;Exp17DM02_inoc3_T6_P01;fichier total;Exp17DM02_inoc3_saisie;5
;2;7;0;;c;1;Exp17DM02_inoc3_T6_P01;fichier total;Exp17DM02_inoc3_saisie;5
;3;5;0;;a;1;Exp17DM02_inoc3_T6_P01;fichier total;Exp17DM02_inoc3_saisie;3
;3;5;0;;b;1;Exp17DM02_inoc3_T6_P01;fichier total;Exp17DM02_inoc3_saisie;3
;3;5;0;;c;1;Exp17DM02_inoc3_T6_P01;fichier total;Exp17DM02_inoc3_saisie;3
9;4;7;1;7;a;1;Exp17DM02_inoc3_T6_P01;fichier total;Exp17DM02_inoc3_saisie;9
9;4;7;1;7;b;1;Exp17DM02_inoc3_T6_P01;fichier total;Exp17DM02_inoc3_saisie;9
9;4;7;1;7;c;1;Exp17DM02_inoc3_T6_P01;fichier total;Exp17DM02_inoc3_saisie;9
7;1;9;1;9;a;0;Exp17DM02_inoc3_T6_P02;fichier total;Exp17DM02_inoc3_saisie;
7;1;9;1;9;b;0;Exp17DM02_inoc3_T6_P02;fichier total;Exp17DM02_inoc3_saisie;
7;1;9;1;9;c;0;Exp17DM02_inoc3_T6_P02;fichier total;Exp17DM02_inoc3_saisie;
7;2;7;1;5;a;1;Exp17DM02_inoc3_T6_P02;fichier total;Exp17DM02_inoc3_saisie;9
7;2;7;1;5;b;1;Exp17DM02_inoc3_T6_P02;fichier total;Exp17DM02_inoc3_saisie;9
7;2;7;1;5;c;1;Exp17DM02_inoc3_T6_P02;fichier total;Exp17DM02_inoc3_saisie;9
;3;7;0;;a;1;Exp17DM02_inoc3_T6_P02;fichier total;Exp17DM02_inoc3_saisie;7
;3;7;0;;b;1;Exp17DM02_inoc3_T6_P02;fichier total;Exp17DM02_inoc3_saisie;5
;3;7;0;;c;1;Exp17DM02_inoc3_T6_P02;fichier total;Exp17DM02_inoc3_saisie;5
;4;9;0;;a;0;Exp17DM02_inoc3_T6_P02;fichier total;Exp17DM02_inoc3_saisie;
7;4;9;1;5;b;0;Exp17DM02_inoc3_T6_P02;fichier total;Exp17DM02_inoc3_saisie;
;4;9;0;;c;0;Exp17DM02_inoc3_T6_P02;fichier total;Exp17DM02_inoc3_saisie;
;1;5;0;;a;1;Exp17DM02_inoc3_T6_P03;fichier total;Exp17DM02_inoc3_saisie;5
;1;5;0;;b;1;Exp17DM02_inoc3_T6_P03;fichier total;Exp17DM02_inoc3_saisie;5
;1;5;0;;c;1;Exp17DM02_inoc3_T6_P03;fichier total;Exp17DM02_inoc3_saisie;5
;2;5;0;;a;1;Exp17DM02_inoc3_T6_P03;fichier total;Exp17DM02_inoc3_saisie;3
;2;3;0;;b;1;Exp17DM02_inoc3_T6_P03;fichier total;Exp17DM02_inoc3_saisie;3
;2;5;0;;c;1;Exp17DM02_inoc3_T6_P03;fichier total;Exp17DM02_inoc3_saisie;3
;3;5;0;;a;1;Exp17DM02_inoc3_T6_P03;fichier total;Exp17DM02_inoc3_saisie;3
;3;5;0;;b;1;Exp17DM02_inoc3_T6_P03;fichier total;Exp17DM02_inoc3_saisie;3
;3;5;0;;c;1;Exp17DM02_inoc3_T6_P03;fichier total;Exp17DM02_inoc3_saisie;3
9;4;7;1;7;a;1;Exp17DM02_inoc3_T6_P03;fichier total;Exp17DM02_inoc3_saisie;7
9;4;7;1;7;b;1;Exp17DM02_inoc3_T6_P03;fichier total;Exp17DM02_inoc3_saisie;7
9;4;7;1;7;c;1;Exp17DM02_inoc3_T6_P03;fichier total;Exp17DM02_inoc3_saisie;7
7;1;9;1;9;a;0;Exp17DM02_inoc3_T6_P04;fichier total;Exp17DM02_inoc3_saisie;
7;1;9;1;9;b;0;Exp17DM02_inoc3_T6_P04;fichier total;Exp17DM02_inoc3_saisie;
7;1;9;1;9;c;0;Exp17DM02_inoc3_T6_P04;fichier total;Exp17DM02_inoc3_saisie;
;2;9;0;;a;0;Exp17DM02_inoc3_T6_P04;fichier total;Exp17DM02_inoc3_saisie;
;2;9;0;;b;0;Exp17DM02_inoc3_T6_P04;fichier total;Exp17DM02_inoc3_saisie;
9;2;7;1;7;c;1;Exp17DM02_inoc3_T6_P04;fichier total;Exp17DM02_inoc3_saisie;9
;3;7;0;;a;1;Exp17DM02_inoc3_T6_P04;fichier total;Exp17DM02_inoc3_saisie;7
;3;7;0;;b;1;Exp17DM02_inoc3_T6_P04;fichier total;Exp17DM02_inoc3_saisie;7
;3;7;0;;c;1;Exp17DM02_inoc3_T6_P04;fichier total;Exp17DM02_inoc3_saisie;7
7;4;9;1;3;a;0;Exp17DM02_inoc3_T6_P04;fichier total;Exp17DM02_inoc3_saisie;
7;4;9;1;3;b;0;Exp17DM02_inoc3_T6_P04;fichier total;Exp17DM02_inoc3_saisie;
7;4;9;1;3;c;0;Exp17DM02_inoc3_T6_P04;fichier total;Exp17DM02_inoc3_saisie;
;1;3;0;;a;1;Exp17DM02_inoc3_T6_P05;fichier total;Exp17DM02_inoc3_saisie;5
;1;3;0;;b;1;Exp17DM02_inoc3_T6_P05;fichier total;Exp17DM02_inoc3_saisie;5
;1;5;0;;c;1;Exp17DM02_inoc3_T6_P05;fichier total;Exp17DM02_inoc3_saisie;5
;2;3;0;;a;1;Exp17DM02_inoc3_T6_P05;fichier total;Exp17DM02_inoc3_saisie;3
;2;3;0;;b;1;Exp17DM02_inoc3_T6_P05;fichier total;Exp17DM02_inoc3_saisie;3
;2;5;0;;c;1;Exp17DM02_inoc3_T6_P05;fichier total;Exp17DM02_inoc3_saisie;3
;3;5;0;;a;1;Exp17DM02_inoc3_T6_P05;fichier total;Exp17DM02_inoc3_saisie;5
7;3;5;1;5;b;1;Exp17DM02_inoc3_T6_P05;fichier total;Exp17DM02_inoc3_saisie;5
;3;5;0;;c;1;Exp17DM02_inoc3_T6_P05;fichier total;Exp17DM02_inoc3_saisie;5
;4;9;0;;a;0;Exp17DM02_inoc3_T6_P05;fichier total;Exp17DM02_inoc3_saisie;
9;4;7;1;7;c;1;Exp17DM02_inoc3_T6_P05;fichier total;Exp17DM02_inoc3_saisie;9
7;1;9;1;9;a;0;Exp17DM02_inoc3_T6_P06;fichier total;Exp17DM02_inoc3_saisie;
7;1;9;1;9;b;0;Exp17DM02_inoc3_T6_P06;fichier total;Exp17DM02_inoc3_saisie;
7;1;9;1;9;c;0;Exp17DM02_inoc3_T6_P06;fichier total;Exp17DM02_inoc3_saisie;
;2;7;0;;a;1;Exp17DM02_inoc3_T6_P06;fichier total;Exp17DM02_inoc3_saisie;9
;2;7;0;;b;1;Exp17DM02_inoc3_T6_P06;fichier total;Exp17DM02_inoc3_saisie;9
;2;7;0;;c;1;Exp17DM02_inoc3_T6_P06;fichier total;Exp17DM02_inoc3_saisie;9
;3;5;0;;a;1;Exp17DM02_inoc3_T6_P06;fichier total;Exp17DM02_inoc3_saisie;5
;3;5;0;;b;1;Exp17DM02_inoc3_T6_P06;fichier total;Exp17DM02_inoc3_saisie;5
;3;5;0;;c;1;Exp17DM02_inoc3_T6_P06;fichier total;Exp17DM02_inoc3_saisie;5
7;4;7;1;3;a;1;Exp17DM02_inoc3_T6_P06;fichier total;Exp17DM02_inoc3_saisie;9
7;4;7;1;3;b;1;Exp17DM02_inoc3_T6_P06;fichier total;Exp17DM02_inoc3_saisie;9
7;4;9;1;3;c;0;Exp17DM02_inoc3_T6_P06;fichier total;Exp17DM02_inoc3_saisie;
;1;5;0;;a;1;Exp17DM02_inoc3_T6_P07;fichier total;Exp17DM02_inoc3_saisie;3
;1;5;0;;b;1;Exp17DM02_inoc3_T6_P07;fichier total;Exp17DM02_inoc3_saisie;3
;1;5;0;;c;1;Exp17DM02_inoc3_T6_P07;fichier total;Exp17DM02_inoc3_saisie;3
;2;5;0;;a;1;Exp17DM02_inoc3_T6_P07;fichier total;Exp17DM02_inoc3_saisie;5
;2;5;0;;b;1;Exp17DM02_inoc3_T6_P07;fichier total;Exp17DM02_inoc3_saisie;5
;2;5;0;;c;1;Exp17DM02_inoc3_T6_P07;fichier total;Exp17DM02_inoc3_saisie;5
;3;3;0;;a;1;Exp17DM02_inoc3_T6_P07;fichier total;Exp17DM02_inoc3_saisie;1
;3;3;0;;b;1;Exp17DM02_inoc3_T6_P07;fichier total;Exp17DM02_inoc3_saisie;1
;3;3;0;;c;1;Exp17DM02_inoc3_T6_P07;fichier total;Exp17DM02_inoc3_saisie;1
;4;9;0;;a;0;Exp17DM02_inoc3_T6_P07;fichier total;Exp17DM02_inoc3_saisie;
;4;9;0;;b;0;Exp17DM02_inoc3_T6_P07;fichier total;Exp17DM02_inoc3_saisie;
;4;9;0;;c;0;Exp17DM02_inoc3_T6_P07;fichier total;Exp17DM02_inoc3_saisie;
;1;7;0;;a;1;Exp17DM02_inoc3_T6_P08;fichier total;Exp17DM02_inoc3_saisie;5
;1;5;0;;b;1;Exp17DM02_inoc3_T6_P08;fichier total;Exp17DM02_inoc3_saisie;5
;1;5;0;;c;1;Exp17DM02_inoc3_T6_P08;fichier total;Exp17DM02_inoc3_saisie;5
7;2;7;1;5;a;1;Exp17DM02_inoc3_T6_P08;fichier total;Exp17DM02_inoc3_saisie;9
7;2;7;1;5;b;1;Exp17DM02_inoc3_T6_P08;fichier total;Exp17DM02_inoc3_saisie;9
7;2;7;1;5;c;1;Exp17DM02_inoc3_T6_P08;fichier total;Exp17DM02_inoc3_saisie;9
;3;7;0;;a;1;Exp17DM02_inoc3_T6_P08;fichier total;Exp17DM02_inoc3_saisie;7
;3;7;0;;b;1;Exp17DM02_inoc3_T6_P08;fichier total;Exp17DM02_inoc3_saisie;7
;3;7;0;;c;1;Exp17DM02_inoc3_T6_P08;fichier total;Exp17DM02_inoc3_saisie;7
5;4;9;1;5;a;0;Exp17DM02_inoc3_T6_P08;fichier total;Exp17DM02_inoc3_saisie;
5;4;7;1;5;b;1;Exp17DM02_inoc3_T6_P08;fichier total;Exp17DM02_inoc3_saisie;9
5;4;7;1;5;c;1;Exp17DM02_inoc3_T6_P08;fichier total;Exp17DM02_inoc3_saisie;9
7;1;9;1;5;a;0;Exp17DM02_inoc3_T6_P09;fichier total;Exp17DM02_inoc3_saisie;
7;1;7;1;5;b;1;Exp17DM02_inoc3_T6_P09;fichier total;Exp17DM02_inoc3_saisie;9
7;1;7;1;5;c;1;Exp17DM02_inoc3_T6_P09;fichier total;Exp17DM02_inoc3_saisie;9
7;2;9;1;9;a;0;Exp17DM02_inoc3_T6_P09;fichier total;Exp17DM02_inoc3_saisie;
7;2;9;1;9;b;0;Exp17DM02_inoc3_T6_P09;fichier total;Exp17DM02_inoc3_saisie;
7;2;9;1;9;c;0;Exp17DM02_inoc3_T6_P09;fichier total;Exp17DM02_inoc3_saisie;
;3;5;0;;a;1;Exp17DM02_inoc3_T6_P09;fichier total;Exp17DM02_inoc3_saisie;5
;3;5;0;;b;1;Exp17DM02_inoc3_T6_P09;fichier total;Exp17DM02_inoc3_saisie;5
;3;5;0;;c;1;Exp17DM02_inoc3_T6_P09;fichier total;Exp17DM02_inoc3_saisie;5
;4;9;0;;a;0;Exp17DM02_inoc3_T6_P09;fichier total;Exp17DM02_inoc3_saisie;
;4;9;0;;b;0;Exp17DM02_inoc3_T6_P09;fichier total;Exp17DM02_inoc3_saisie;
;4;9;0;;c;0;Exp17DM02_inoc3_T6_P09;fichier total;Exp17DM02_inoc3_saisie;
9;1;7;1;7;a;1;Exp17DM02_inoc3_T6_P10;fichier total;Exp17DM02_inoc3_saisie;7
9;1;7;1;7;b;1;Exp17DM02_inoc3_T6_P10;fichier total;Exp17DM02_inoc3_saisie;7
9;1;7;1;7;c;1;Exp17DM02_inoc3_T6_P10;fichier total;Exp17DM02_inoc3_saisie;7
5;2;7;1;7;a;1;Exp17DM02_inoc3_T6_P10;fichier total;Exp17DM02_inoc3_saisie;7
5;2;7;1;7;b;1;Exp17DM02_inoc3_T6_P10;fichier total;Exp17DM02_inoc3_saisie;7
5;2;7;1;7;c;1;Exp17DM02_inoc3_T6_P10;fichier total;Exp17DM02_inoc3_saisie;7
7;3;9;1;5;a;0;Exp17DM02_inoc3_T6_P10;fichier total;Exp17DM02_inoc3_saisie;
5;3;7;1;5;b;1;Exp17DM02_inoc3_T6_P10;fichier total;Exp17DM02_inoc3_saisie;9
5;3;7;1;5;c;1;Exp17DM02_inoc3_T6_P10;fichier total;Exp17DM02_inoc3_saisie;9
;4;3;0;;a;1;Exp17DM02_inoc3_T6_P10;fichier total;Exp17DM02_inoc3_saisie;5
;4;3;0;;b;1;Exp17DM02_inoc3_T6_P10;fichier total;Exp17DM02_inoc3_saisie;5
;4;3;0;;c;1;Exp17DM02_inoc3_T6_P10;fichier total;Exp17DM02_inoc3_saisie;5
;1;5;0;;a;1;Exp17DM02_inoc3_T6_P11;fichier total;Exp17DM02_inoc3_saisie;5
;1;5;0;;b;1;Exp17DM02_inoc3_T6_P11;fichier total;Exp17DM02_inoc3_saisie;5
;1;5;0;;c;1;Exp17DM02_inoc3_T6_P11;fichier total;Exp17DM02_inoc3_saisie;5
5;2;7;1;3;a;1;Exp17DM02_inoc3_T6_P11;fichier total;Exp17DM02_inoc3_saisie;9
5;2;7;1;3;b;1;Exp17DM02_inoc3_T6_P11;fichier total;Exp17DM02_inoc3_saisie;9
5;2;7;1;3;c;1;Exp17DM02_inoc3_T6_P11;fichier total;Exp17DM02_inoc3_saisie;9
7;3;9;1;5;a;0;Exp17DM02_inoc3_T6_P11;fichier total;Exp17DM02_inoc3_saisie;
7;3;9;1;5;b;0;Exp17DM02_inoc3_T6_P11;fichier total;Exp17DM02_inoc3_saisie;
7;3;9;1;5;c;0;Exp17DM02_inoc3_T6_P11;fichier total;Exp17DM02_inoc3_saisie;
;4;7;0;;a;1;Exp17DM02_inoc3_T6_P11;fichier total;Exp17DM02_inoc3_saisie;9
9;4;7;1;7;b;1;Exp17DM02_inoc3_T6_P11;fichier total;Exp17DM02_inoc3_saisie;9
9;4;7;1;7;c;1;Exp17DM02_inoc3_T6_P11;fichier total;Exp17DM02_inoc3_saisie;9
7;1;7;1;5;a;1;Exp17DM02_inoc3_T6_P12;fichier total;Exp17DM02_inoc3_saisie;9
7;1;7;1;5;b;1;Exp17DM02_inoc3_T6_P12;fichier total;Exp17DM02_inoc3_saisie;9
7;1;7;1;5;c;1;Exp17DM02_inoc3_T6_P12;fichier total;Exp17DM02_inoc3_saisie;9
7;2;7;1;5;a;1;Exp17DM02_inoc3_T6_P12;fichier total;Exp17DM02_inoc3_saisie;9
7;2;7;1;5;b;1;Exp17DM02_inoc3_T6_P12;fichier total;Exp17DM02_inoc3_saisie;9
7;2;7;1;5;c;1;Exp17DM02_inoc3_T6_P12;fichier total;Exp17DM02_inoc3_saisie;9
9;4;7;1;7;a;1;Exp17DM02_inoc3_T6_P12;fichier total;Exp17DM02_inoc3_saisie;9
9;4;7;1;7;b;1;Exp17DM02_inoc3_T6_P12;fichier total;Exp17DM02_inoc3_saisie;9
9;4;7;1;7;c;1;Exp17DM02_inoc3_T6_P12;fichier total;Exp17DM02_inoc3_saisie;9
;1;5;0;;a;1;Exp17DM02_inoc3_T6_P13;fichier total;Exp17DM02_inoc3_saisie;5
;1;5;0;;b;1;Exp17DM02_inoc3_T6_P13;fichier total;Exp17DM02_inoc3_saisie;5
;1;5;0;;c;1;Exp17DM02_inoc3_T6_P13;fichier total;Exp17DM02_inoc3_saisie;5
;2;9;0;;a;0;Exp17DM02_inoc3_T6_P13;fichier total;Exp17DM02_inoc3_saisie;
;2;9;0;;b;0;Exp17DM02_inoc3_T6_P13;fichier total;Exp17DM02_inoc3_saisie;
;2;9;0;;c;0;Exp17DM02_inoc3_T6_P13;fichier total;Exp17DM02_inoc3_saisie;
;4;5;0;;a;1;Exp17DM02_inoc3_T6_P13;fichier total;Exp17DM02_inoc3_saisie;5
;4;5;0;;b;1;Exp17DM02_inoc3_T6_P13;fichier total;Exp17DM02_inoc3_saisie;5
;4;5;0;;c;1;Exp17DM02_inoc3_T6_P13;fichier total;Exp17DM02_inoc3_saisie;5
;1;1;0;;a;1;Exp17DM02_inoc3_T6_P14;fichier total;Exp17DM02_inoc3_saisie;3
;1;3;0;;b;1;Exp17DM02_inoc3_T6_P14;fichier total;Exp17DM02_inoc3_saisie;3
;1;3;0;;c;1;Exp17DM02_inoc3_T6_P14;fichier total;Exp17DM02_inoc3_saisie;3
7;2;9;1;7;a;0;Exp17DM02_inoc3_T6_P14;fichier total;Exp17DM02_inoc3_saisie;
7;2;9;1;7;b;0;Exp17DM02_inoc3_T6_P14;fichier total;Exp17DM02_inoc3_saisie;
7;2;9;1;7;c;0;Exp17DM02_inoc3_T6_P14;fichier total;Exp17DM02_inoc3_saisie;
7;3;9;1;7;a;0;Exp17DM02_inoc3_T6_P14;fichier total;Exp17DM02_inoc3_saisie;
