taille_necrose;experiment;oiv;surface_necrosee;necrose;densite_sporulation;sheet;sporulation;image_name;colonne;ligne
9;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P37;1;c
3;Exp17DM02_inoc3_saisie;7;3;1;9;fichier total;1;Exp17DM02_inoc3_T6_P37;2;a
3;Exp17DM02_inoc3_saisie;7;3;1;9;fichier total;1;Exp17DM02_inoc3_T6_P37;2;b
3;Exp17DM02_inoc3_saisie;7;3;1;9;fichier total;1;Exp17DM02_inoc3_T6_P37;2;c
;Exp17DM02_inoc3_saisie;7;;0;9;fichier total;1;Exp17DM02_inoc3_T6_P37;3;a
5;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P37;3;b
5;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P37;3;c
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P37;4;a
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P37;4;b
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P37;4;c
;Exp17DM02_inoc3_saisie;7;;0;9;fichier total;1;Exp17DM02_inoc3_T6_P38;1;a
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P38;1;b
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P38;1;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P38;2;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P38;2;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P38;2;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P38;3;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P38;3;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P38;3;c
7;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P38;4;a
7;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P38;4;b
7;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P38;4;c
9;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P39;1;a
9;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P39;1;b
9;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P39;1;c
3;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P39;2;a
3;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P39;2;b
3;Exp17DM02_inoc3_saisie;7;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P39;2;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P39;3;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P39;3;b
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P39;3;c
;Exp17DM02_inoc3_saisie;7;;0;7;fichier total;1;Exp17DM02_inoc3_T6_P39;4;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P39;4;b
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P39;4;c
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P40;1;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P40;1;b
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P40;1;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P40;2;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P40;2;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P40;2;c
7;Exp17DM02_inoc3_saisie;5;9;1;3;fichier total;1;Exp17DM02_inoc3_T6_P40;3;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P40;3;b
7;Exp17DM02_inoc3_saisie;3;9;1;3;fichier total;1;Exp17DM02_inoc3_T6_P40;3;c
7;Exp17DM02_inoc3_saisie;7;7;1;9;fichier total;1;Exp17DM02_inoc3_T6_P40;4;a
7;Exp17DM02_inoc3_saisie;7;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P40;4;b
7;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P40;4;c
7;Exp17DM02_inoc3_saisie;9;9;1;;fichier total;0;Exp17DM02_inoc3_T6_P41;1;a
7;Exp17DM02_inoc3_saisie;9;9;1;;fichier total;0;Exp17DM02_inoc3_T6_P41;1;b
7;Exp17DM02_inoc3_saisie;9;9;1;;fichier total;0;Exp17DM02_inoc3_T6_P41;1;c
7;Exp17DM02_inoc3_saisie;7;9;1;9;fichier total;1;Exp17DM02_inoc3_T6_P41;2;a
7;Exp17DM02_inoc3_saisie;7;9;1;9;fichier total;1;Exp17DM02_inoc3_T6_P41;2;b
7;Exp17DM02_inoc3_saisie;7;9;1;9;fichier total;1;Exp17DM02_inoc3_T6_P41;2;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P41;3;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P41;3;b
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P41;3;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P41;4;a
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P41;4;b
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P41;4;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P42;1;a
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P42;1;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P42;1;c
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P42;2;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P42;2;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P42;2;c
7;Exp17DM02_inoc3_saisie;3;9;1;3;fichier total;1;Exp17DM02_inoc3_T6_P42;3;a
7;Exp17DM02_inoc3_saisie;3;9;1;3;fichier total;1;Exp17DM02_inoc3_T6_P42;3;b
7;Exp17DM02_inoc3_saisie;1;9;1;3;fichier total;1;Exp17DM02_inoc3_T6_P42;3;c
7;Exp17DM02_inoc3_saisie;7;7;1;9;fichier total;1;Exp17DM02_inoc3_T6_P42;4;a
7;Exp17DM02_inoc3_saisie;7;7;1;9;fichier total;1;Exp17DM02_inoc3_T6_P42;4;b
7;Exp17DM02_inoc3_saisie;7;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P42;4;c
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P43;1;a
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P43;1;b
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P43;1;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P43;2;a
1;Exp17DM02_inoc3_saisie;5;3;1;3;fichier total;1;Exp17DM02_inoc3_T6_P43;2;b
3;Exp17DM02_inoc3_saisie;5;5;1;5;fichier total;1;Exp17DM02_inoc3_T6_P43;2;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P43;3;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P43;3;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P43;3;c
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P43;4;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P43;4;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P43;4;c
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P44;1;a
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P44;1;b
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P44;1;c
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P44;2;a
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P44;2;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P44;2;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P44;3;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P44;3;b
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P44;3;c
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P44;4;a
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P44;4;b
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P44;4;c
;Exp17DM02_inoc3_saisie;3;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P45;1;a
;Exp17DM02_inoc3_saisie;3;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P45;1;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P45;1;c
3;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P45;2;a
3;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P45;2;b
3;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P45;2;c
3;Exp17DM02_inoc3_saisie;7;5;1;9;fichier total;1;Exp17DM02_inoc3_T6_P45;3;a
3;Exp17DM02_inoc3_saisie;7;5;1;9;fichier total;1;Exp17DM02_inoc3_T6_P45;3;b
3;Exp17DM02_inoc3_saisie;7;5;1;9;fichier total;1;Exp17DM02_inoc3_T6_P45;3;c
5;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P45;4;a
5;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P45;4;b
5;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P45;4;c
;Exp17DM02_inoc3_saisie;7;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P46;1;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P46;1;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P46;1;c
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P46;2;a
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P46;2;b
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P46;2;c
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P46;3;a
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P46;3;b
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P46;3;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P46;4;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P46;4;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P46;4;c
7;Exp17DM02_inoc3_saisie;7;7;1;9;fichier total;1;Exp17DM02_inoc3_T6_P47;1;a
7;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P47;1;b
7;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P47;1;c
7;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P47;2;a
7;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P47;2;b
7;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P47;2;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P47;3;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P47;3;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P47;3;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P47;4;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P47;4;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P47;4;c
;Exp17DM02_inoc3_saisie;7;;0;7;fichier total;1;Exp17DM02_inoc3_T6_P48;1;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P48;1;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P48;1;c
3;Exp17DM02_inoc3_saisie;5;5;1;5;fichier total;1;Exp17DM02_inoc3_T6_P48;2;a
3;Exp17DM02_inoc3_saisie;5;5;1;5;fichier total;1;Exp17DM02_inoc3_T6_P48;2;b
3;Exp17DM02_inoc3_saisie;5;5;1;5;fichier total;1;Exp17DM02_inoc3_T6_P48;2;c
3;Exp17DM02_inoc3_saisie;7;5;1;9;fichier total;1;Exp17DM02_inoc3_T6_P48;3;a
3;Exp17DM02_inoc3_saisie;7;5;1;9;fichier total;1;Exp17DM02_inoc3_T6_P48;3;b
3;Exp17DM02_inoc3_saisie;7;5;1;9;fichier total;1;Exp17DM02_inoc3_T6_P48;3;c
7;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P48;4;a
7;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P48;4;b
7;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P48;4;c
5;Exp17DM02_inoc3_saisie;7;7;1;9;fichier total;1;Exp17DM02_inoc3_T6_P49;1;a
5;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P49;1;b
5;Exp17DM02_inoc3_saisie;7;7;1;9;fichier total;1;Exp17DM02_inoc3_T6_P49;1;c
7;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P49;2;a
7;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P49;2;b
7;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P49;2;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P49;4;a
;Exp17DM02_inoc3_saisie;7;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P49;4;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P49;4;c
3;Exp17DM02_inoc3_saisie;3;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P50;1;a
3;Exp17DM02_inoc3_saisie;3;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P50;1;b
3;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P50;1;c
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P50;2;a
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P50;2;b
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P50;2;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P50;4;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P50;4;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P50;4;c
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P51;1;a
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P51;1;b
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P51;1;c
3;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P51;2;a
3;Exp17DM02_inoc3_saisie;7;5;1;9;fichier total;1;Exp17DM02_inoc3_T6_P51;2;b
7;Exp17DM02_inoc3_saisie;7;9;1;9;fichier total;1;Exp17DM02_inoc3_T6_P51;2;c
9;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P51;3;a
9;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P51;3;b
9;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P51;3;c
9;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P51;4;a
9;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P51;4;b
9;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P51;4;c
3;Exp17DM02_inoc3_saisie;5;9;1;3;fichier total;1;Exp17DM02_inoc3_T6_P52;1;a
3;Exp17DM02_inoc3_saisie;5;9;1;3;fichier total;1;Exp17DM02_inoc3_T6_P52;1;b
3;Exp17DM02_inoc3_saisie;7;9;1;3;fichier total;1;Exp17DM02_inoc3_T6_P52;1;c
5;Exp17DM02_inoc3_saisie;7;5;1;9;fichier total;1;Exp17DM02_inoc3_T6_P52;2;a
5;Exp17DM02_inoc3_saisie;7;5;1;9;fichier total;1;Exp17DM02_inoc3_T6_P52;2;b
5;Exp17DM02_inoc3_saisie;7;5;1;9;fichier total;1;Exp17DM02_inoc3_T6_P52;2;c
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P52;3;a
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P52;3;b
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P52;3;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P52;4;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P52;4;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P52;4;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P53;1;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P53;1;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P53;1;c
3;Exp17DM02_inoc3_saisie;5;7;1;3;fichier total;1;Exp17DM02_inoc3_T6_P53;2;a
3;Exp17DM02_inoc3_saisie;5;7;1;3;fichier total;1;Exp17DM02_inoc3_T6_P53;2;b
3;Exp17DM02_inoc3_saisie;5;7;1;3;fichier total;1;Exp17DM02_inoc3_T6_P53;2;c
5;Exp17DM02_inoc3_saisie;7;3;1;9;fichier total;1;Exp17DM02_inoc3_T6_P53;3;a
5;Exp17DM02_inoc3_saisie;9;3;1;;fichier total;0;Exp17DM02_inoc3_T6_P53;3;b
5;Exp17DM02_inoc3_saisie;7;3;1;9;fichier total;1;Exp17DM02_inoc3_T6_P53;3;c
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P53;4;a
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P53;4;b
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P53;4;c
;Exp17DM02_inoc3_saisie;7;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P54;1;a
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P54;1;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P54;1;c
5;Exp17DM02_inoc3_saisie;7;7;1;9;fichier total;1;Exp17DM02_inoc3_T6_P54;2;a
5;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P54;2;b
5;Exp17DM02_inoc3_saisie;7;7;1;9;fichier total;1;Exp17DM02_inoc3_T6_P54;2;c
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P54;3;a
5;Exp17DM02_inoc3_saisie;7;9;1;9;fichier total;1;Exp17DM02_inoc3_T6_P54;3;b
5;Exp17DM02_inoc3_saisie;7;9;1;9;fichier total;1;Exp17DM02_inoc3_T6_P54;3;c
7;Exp17DM02_inoc3_saisie;7;9;1;9;fichier total;1;Exp17DM02_inoc3_T6_P54;4;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P54;4;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P54;4;c
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P55;1;a
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P55;1;b
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P55;1;c
5;Exp17DM02_inoc3_saisie;7;7;1;9;fichier total;1;Exp17DM02_inoc3_T6_P55;2;a
5;Exp17DM02_inoc3_saisie;7;7;1;9;fichier total;1;Exp17DM02_inoc3_T6_P55;2;b
5;Exp17DM02_inoc3_saisie;7;7;1;9;fichier total;1;Exp17DM02_inoc3_T6_P55;2;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P55;3;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P55;3;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P55;3;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P56;1;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P56;1;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P56;1;c
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P56;2;a
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P56;2;b
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P56;2;c
5;Exp17DM02_inoc3_saisie;5;5;1;5;fichier total;1;Exp17DM02_inoc3_T6_P56;3;a
5;Exp17DM02_inoc3_saisie;5;5;1;5;fichier total;1;Exp17DM02_inoc3_T6_P56;3;b
5;Exp17DM02_inoc3_saisie;5;5;1;5;fichier total;1;Exp17DM02_inoc3_T6_P56;3;c
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P56;4;a
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P56;4;b
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P56;4;c
;Exp17DM02_inoc3_saisie;3;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P57;1;a
;Exp17DM02_inoc3_saisie;3;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P57;1;b
;Exp17DM02_inoc3_saisie;3;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P57;1;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P57;2;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P57;2;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P57;2;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P57;3;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P57;3;b
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P57;3;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P57;4;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P57;4;b
;Exp17DM02_inoc3_saisie;7;;0;7;fichier total;1;Exp17DM02_inoc3_T6_P57;4;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P58;1;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P58;1;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P58;1;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P58;2;a
;Exp17DM02_inoc3_saisie;3;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P58;2;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P58;2;c
3;Exp17DM02_inoc3_saisie;7;3;1;9;fichier total;1;Exp17DM02_inoc3_T6_P58;3;a
3;Exp17DM02_inoc3_saisie;7;3;1;9;fichier total;1;Exp17DM02_inoc3_T6_P58;3;b
3;Exp17DM02_inoc3_saisie;7;3;1;9;fichier total;1;Exp17DM02_inoc3_T6_P58;3;c
